出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,機型,航班代碼,艙等,價格歷史
10月23日 週三,下午2:35。,TPE,下午6:55。,NRT,中華航空,直達航班。,Non-stop,3 小時 20 分鐘,Airbus A330,CI 108,經濟艙,"['61 天前 - $8,926', '60 天前 - $8,929', '59 天前 - $8,892', '58 天前 - $8,884', '57 天前 - $8,884', '56 天前 - $8,884', '55 天前 - $8,883', '54 天前 - $8,833', '53 天前 - $8,831', '52 天前 - $8,824', '51 天前 - $8,828', '50 天前 - $8,828', '49 天前 - $8,828', '48 天前 - $8,820', '47 天前 - $8,811', '46 天前 - $8,809', '45 天前 - $9,063', '44 天前 - $9,065', '43 天前 - $9,065', '42 天前 - $9,065', '41 天前 - $8,805', '40 天前 - $8,804', '39 天前 - $8,808', '38 天前 - $8,811', '37 天前 - $8,808', '36 天前 - $8,750', '35 天前 - $8,750', '34 天前 - $8,755', '33 天前 - $8,757', '32 天前 - $8,759', '31 天前 - $8,130', '30 天前 - $8,127', '29 天前 - $8,047', '28 天前 - $8,047', '27 天前 - $8,046', '26 天前 - $8,048', '25 天前 - $8,052', '24 天前 - $8,050', '23 天前 - $8,050', '22 天前 - $8,050', '21 天前 - $8,050', '20 天前 - $8,043', '19 天前 - $8,038', '18 天前 - $8,040', '17 天前 - $8,043', '16 天前 - $8,043', '15 天前 - $8,043', '14 天前 - $8,043', '13 天前 - $8,043', '12 天前 - $8,046', '11 天前 - $8,041', '10 天前 - $8,883', '9 天前 - $8,879', '8 天前 - $8,879', '7 天前 - $8,879', '6 天前 - $8,870', '5 天前 - $8,902', '4 天前 - $8,909', '3 天前 - $8,911', '2 天前 - $8,917', '1 天前 - $8,917', '今天 - $8,917']"
10月23日 週三,下午4:20。,TPE,晚上8:35。,NRT,中華航空,直達航班。,Non-stop,3 小時 15 分鐘,Airbus A321neo,CI 106,經濟艙,"['61 天前 - $8,926', '60 天前 - $8,929', '59 天前 - $8,892', '58 天前 - $8,884', '57 天前 - $8,884', '56 天前 - $8,884', '55 天前 - $8,883', '54 天前 - $8,833', '53 天前 - $8,831', '52 天前 - $8,824', '51 天前 - $8,828', '50 天前 - $8,828', '49 天前 - $8,828', '48 天前 - $8,820', '47 天前 - $8,811', '46 天前 - $8,809', '45 天前 - $9,063', '44 天前 - $9,065', '43 天前 - $9,065', '42 天前 - $9,065', '41 天前 - $8,805', '40 天前 - $8,804', '39 天前 - $8,808', '38 天前 - $8,811', '37 天前 - $8,750', '36 天前 - $8,750', '35 天前 - $8,750', '34 天前 - $8,750', '33 天前 - $8,757', '32 天前 - $8,759', '31 天前 - $8,130', '30 天前 - $8,127', '29 天前 - $8,047', '28 天前 - $8,047', '27 天前 - $8,046', '26 天前 - $8,048', '25 天前 - $8,048', '24 天前 - $8,050', '23 天前 - $8,050', '22 天前 - $8,050', '21 天前 - $8,050', '20 天前 - $8,043', '19 天前 - $8,038', '18 天前 - $8,040', '17 天前 - $8,043', '16 天前 - $8,043', '15 天前 - $8,043', '14 天前 - $8,043', '13 天前 - $8,043', '12 天前 - $8,046', '11 天前 - $8,041', '10 天前 - $8,883', '9 天前 - $8,879', '8 天前 - $8,879', '7 天前 - $8,879', '6 天前 - $8,870', '5 天前 - $8,902', '4 天前 - $8,909', '3 天前 - $8,911', '2 天前 - $8,917', '1 天前 - $8,917', '今天 - $8,917']"
10月23日 週三,中午12:40。,TPE,下午4:55。,NRT,中華航空,直達航班。,Non-stop,3 小時 15 分鐘,Airbus A321neo,CI 104,經濟艙,"['61 天前 - $10,935', '60 天前 - $10,938', '59 天前 - $10,832', '58 天前 - $10,824', '57 天前 - $10,824', '56 天前 - $10,824', '55 天前 - $10,348', '54 天前 - $9,839', '53 天前 - $9,837', '52 天前 - $9,830', '51 天前 - $9,834', '50 天前 - $9,834', '49 天前 - $9,834', '48 天前 - $9,826', '47 天前 - $9,817', '46 天前 - $9,815', '45 天前 - $10,008', '44 天前 - $10,010', '43 天前 - $10,010', '42 天前 - $10,010', '41 天前 - $10,004', '40 天前 - $9,810', '39 天前 - $9,814', '38 天前 - $9,817', '37 天前 - $9,814', '36 天前 - $9,904', '35 天前 - $9,593', '34 天前 - $9,598', '33 天前 - $9,600', '32 天前 - $9,602', '31 天前 - $8,678', '30 天前 - $8,675', '29 天前 - $8,595', '28 天前 - $8,595', '27 天前 - $8,594', '26 天前 - $8,596', '25 天前 - $8,596', '24 天前 - $8,598', '23 天前 - $8,598', '22 天前 - $8,598', '21 天前 - $8,598', '20 天前 - $8,591', '19 天前 - $8,586', '18 天前 - $8,588', '17 天前 - $8,591', '16 天前 - $8,591', '15 天前 - $8,591', '14 天前 - $8,591', '13 天前 - $8,591', '12 天前 - $8,594', '11 天前 - $8,589', '10 天前 - $8,589', '9 天前 - $9,502', '8 天前 - $9,502', '7 天前 - $9,502', '6 天前 - $9,493', '5 天前 - $9,527', '4 天前 - $9,534', '3 天前 - $9,536', '2 天前 - $9,542', '1 天前 - $9,542', '今天 - $9,542']"
10月23日 週三,上午10:40。,TPE,下午3:00。,NRT,星宇航空,直達航班。,Non-stop,3 小時 20 分鐘,Airbus A350,JX 802,經濟艙,"['61 天前 - $9,700', '60 天前 - $9,703', '59 天前 - $9,701', '58 天前 - $9,697', '57 天前 - $9,697', '56 天前 - $9,697', '55 天前 - $9,697', '54 天前 - $9,697', '53 天前 - $9,696', '52 天前 - $10,317', '51 天前 - $10,319', '50 天前 - $10,319', '49 天前 - $10,319', '48 天前 - $10,315', '47 天前 - $10,311', '46 天前 - $10,310', '45 天前 - $10,310', '44 天前 - $10,310', '43 天前 - $10,311', '42 天前 - $10,311', '41 天前 - $10,308', '40 天前 - $10,308', '39 天前 - $9,686', '38 天前 - $9,686', '37 天前 - $9,686', '36 天前 - $9,686', '35 天前 - $9,686', '34 天前 - $9,686', '33 天前 - $9,689', '32 天前 - $9,689', '31 天前 - $9,690', '30 天前 - $10,313', '29 天前 - $10,233', '28 天前 - $9,316', '27 天前 - $9,315', '26 天前 - $9,315', '25 天前 - $9,318', '24 天前 - $9,317', '23 天前 - $9,317', '22 天前 - $9,317', '21 天前 - $9,317', '20 天前 - $9,314', '19 天前 - $9,312', '18 天前 - $9,312', '17 天前 - $9,313', '16 天前 - $9,314', '15 天前 - $9,314', '14 天前 - $9,314', '13 天前 - $9,314', '12 天前 - $9,314', '11 天前 - $9,313', '10 天前 - $8,752', '9 天前 - $8,750', '8 天前 - $8,750', '7 天前 - $8,750', '6 天前 - $8,750', '5 天前 - $9,689', '4 天前 - $9,694', '3 天前 - $9,694', '2 天前 - $9,695', '1 天前 - $9,697']"
10月23日 週三,清晨7:55。,TPE,中午12:25。,NRT,長榮航空,直達航班。,Non-stop,3 小時 30 分鐘,Boeing 787-10,BR 184,經濟艙,"['61 天前 - $9,895', '60 天前 - $9,898', '59 天前 - $9,894', '58 天前 - $9,886', '57 天前 - $9,886', '56 天前 - $9,886', '55 天前 - $9,885', '54 天前 - $9,885', '53 天前 - $9,883', '52 天前 - $9,876', '51 天前 - $9,880', '50 天前 - $9,880', '49 天前 - $9,880', '48 天前 - $9,872', '47 天前 - $9,863', '46 天前 - $9,861', '45 天前 - $9,861', '44 天前 - $9,863', '43 天前 - $9,863', '42 天前 - $9,863', '41 天前 - $9,857', '40 天前 - $9,856', '39 天前 - $9,039', '38 天前 - $10,494', '37 天前 - $10,491', '36 天前 - $10,491', '35 天前 - $10,491', '34 天前 - $10,496', '33 天前 - $10,498', '32 天前 - $10,500', '31 天前 - $10,501', '30 天前 - $10,498', '29 天前 - $10,418', '28 天前 - $10,418', '27 天前 - $10,417', '26 天前 - $10,404', '25 天前 - $8,971', '24 天前 - $8,969', '23 天前 - $8,969', '22 天前 - $8,969', '21 天前 - $8,969', '20 天前 - $8,962', '19 天前 - $8,957', '18 天前 - $8,959', '17 天前 - $8,962', '16 天前 - $8,962', '15 天前 - $8,962', '14 天前 - $8,962', '13 天前 - $9,783', '12 天前 - $9,831', '11 天前 - $9,826', '10 天前 - $9,825', '9 天前 - $9,821', '8 天前 - $9,821', '7 天前 - $9,821', '6 天前 - $9,812', '5 天前 - $9,816', '4 天前 - $9,823', '3 天前 - $9,825', '2 天前 - $9,831', '1 天前 - $9,831', '今天 - $9,831']"
10月23日 週三,上午9:00。,TPE,下午1:25。,NRT,長榮航空,直達航班。,Non-stop,3 小時 25 分鐘,Boeing 787-10,BR 198,經濟艙,"['61 天前 - $9,895', '60 天前 - $9,898', '59 天前 - $9,894', '58 天前 - $9,886', '57 天前 - $9,886', '56 天前 - $9,886', '55 天前 - $9,885', '54 天前 - $9,885', '53 天前 - $9,883', '52 天前 - $9,876', '51 天前 - $9,880', '50 天前 - $9,880', '49 天前 - $9,880', '48 天前 - $9,872', '47 天前 - $9,863', '46 天前 - $9,861', '45 天前 - $9,861', '44 天前 - $9,863', '43 天前 - $9,863', '42 天前 - $9,863', '41 天前 - $9,857', '40 天前 - $9,856', '39 天前 - $9,039', '38 天前 - $10,494', '37 天前 - $10,491', '36 天前 - $10,491', '35 天前 - $10,491', '34 天前 - $10,496', '33 天前 - $10,498', '32 天前 - $10,500', '31 天前 - $10,501', '30 天前 - $10,498', '29 天前 - $10,418', '28 天前 - $10,418', '27 天前 - $10,402', '26 天前 - $10,404', '25 天前 - $8,971', '24 天前 - $8,969', '23 天前 - $8,969', '22 天前 - $8,969', '21 天前 - $8,969', '20 天前 - $8,962', '19 天前 - $8,957', '18 天前 - $8,959', '17 天前 - $8,962', '16 天前 - $8,962', '15 天前 - $8,962', '14 天前 - $8,962', '13 天前 - $9,783', '12 天前 - $9,831', '11 天前 - $9,826', '10 天前 - $9,825', '9 天前 - $9,821', '8 天前 - $9,821', '7 天前 - $9,821', '6 天前 - $9,812', '5 天前 - $9,816', '4 天前 - $9,823', '3 天前 - $9,825', '2 天前 - $9,831', '1 天前 - $9,831', '今天 - $9,831']"
10月23日 週三,下午3:20。,TPE,晚上7:40。,NRT,長榮航空,直達航班。,Non-stop,3 小時 20 分鐘,Boeing 787-10,BR 196,經濟艙,"['61 天前 - $9,895', '60 天前 - $9,898', '59 天前 - $9,894', '58 天前 - $9,886', '57 天前 - $9,886', '56 天前 - $9,886', '55 天前 - $9,885', '54 天前 - $9,885', '53 天前 - $9,883', '52 天前 - $9,876', '51 天前 - $9,880', '50 天前 - $9,880', '49 天前 - $9,880', '48 天前 - $9,872', '47 天前 - $9,863', '46 天前 - $9,861', '45 天前 - $9,861', '44 天前 - $9,863', '43 天前 - $9,863', '42 天前 - $9,863', '41 天前 - $9,857', '40 天前 - $9,856', '39 天前 - $8,919', '38 天前 - $8,922', '37 天前 - $8,919', '36 天前 - $8,919', '35 天前 - $8,919', '34 天前 - $8,924', '33 天前 - $8,926', '32 天前 - $8,928', '31 天前 - $8,929', '30 天前 - $8,926', '29 天前 - $8,846', '28 天前 - $8,846', '27 天前 - $8,832', '26 天前 - $8,834', '25 天前 - $8,971', '24 天前 - $8,969', '23 天前 - $8,969', '22 天前 - $8,969', '21 天前 - $8,969', '20 天前 - $8,962', '19 天前 - $8,957', '18 天前 - $8,959', '17 天前 - $8,962', '16 天前 - $8,962', '15 天前 - $8,962', '14 天前 - $8,962', '13 天前 - $8,976', '12 天前 - $9,831', '11 天前 - $9,826', '10 天前 - $9,825', '9 天前 - $9,821', '8 天前 - $9,821', '7 天前 - $9,821', '6 天前 - $9,812', '5 天前 - $9,816', '4 天前 - $9,823', '3 天前 - $9,823', '2 天前 - $9,831', '1 天前 - $9,831', '今天 - $9,831']"
10月23日 週三,下午1:00。,TPE,下午5:15。,NRT,國泰航空,直達航班。,Non-stop,3 小時 15 分鐘,Boeing 777,CX 450,經濟艙,"['61 天前 - $10,647', '60 天前 - $10,349', '59 天前 - $10,346', '58 天前 - $10,341', '57 天前 - $10,341', '56 天前 - $10,341', '55 天前 - $10,340', '54 天前 - $10,339', '53 天前 - $10,338', '52 天前 - $10,334', '51 天前 - $10,337', '50 天前 - $10,337', '49 天前 - $10,337', '48 天前 - $10,333', '47 天前 - $10,327', '46 天前 - $10,326', '45 天前 - $10,325', '44 天前 - $10,327', '43 天前 - $10,327', '42 天前 - $10,327', '41 天前 - $10,323', '40 天前 - $10,323', '39 天前 - $10,325', '38 天前 - $10,327', '37 天前 - $10,325', '36 天前 - $10,137', '35 天前 - $10,137', '34 天前 - $10,139', '33 天前 - $10,140', '32 天前 - $10,141', '31 天前 - $10,142', '30 天前 - $10,140', '29 天前 - $10,140', '28 天前 - $10,140', '27 天前 - $10,140', '26 天前 - $10,141', '25 天前 - $10,142', '24 天前 - $10,142', '23 天前 - $10,142', '22 天前 - $10,142', '21 天前 - $10,142', '20 天前 - $10,138', '19 天前 - $10,136', '18 天前 - $10,137', '17 天前 - $10,138', '16 天前 - $10,138', '15 天前 - $10,138', '14 天前 - $10,138', '13 天前 - $10,139', '12 天前 - $10,140', '11 天前 - $10,138', '10 天前 - $10,137', '9 天前 - $10,135', '8 天前 - $10,135', '7 天前 - $10,135', '6 天前 - $10,129', '5 天前 - $10,131', '4 天前 - $10,136', '3 天前 - $10,137', '2 天前 - $10,140', '1 天前 - $10,140']"
11月30日 週六,晚上8:45。,TSA,"下午1:40 (星期日, 12月 1)。",FOC,廈門航空,需轉機 1 次的航班。,11 小時 10 分鐘,1 小時 40 分鐘,Boeing 737,MF 884,經濟艙,"['60 天前 - $7,011', '59 天前 - $7,011', '58 天前 - $7,001', '57 天前 - $6,989', '56 天前 - $6,989', '55 天前 - $6,989', '54 天前 - $6,988', '53 天前 - $6,986', '52 天前 - $6,986', '51 天前 - $6,982', '50 天前 - $6,986', '49 天前 - $6,986', '48 天前 - $6,986', '47 天前 - $6,973', '46 天前 - $6,968', '45 天前 - $6,967', '44 天前 - $6,965', '43 天前 - $6,967', '42 天前 - $6,967', '41 天前 - $6,967', '40 天前 - $6,963', '39 天前 - $6,963', '38 天前 - $6,967', '37 天前 - $7,819', '36 天前 - $7,821', '35 天前 - $7,821', '34 天前 - $9,061', '33 天前 - $9,070', '32 天前 - $9,068', '31 天前 - $9,068', '30 天前 - $9,072', '29 天前 - $9,072', '28 天前 - $9,072', '27 天前 - $9,072', '26 天前 - $7,833', '25 天前 - $7,832', '24 天前 - $9,643', '23 天前 - $7,832', '22 天前 - $7,831', '21 天前 - $6,981', '20 天前 - $6,981', '19 天前 - $6,977', '18 天前 - $6,972', '17 天前 - $6,973', '16 天前 - $6,980', '15 天前 - $6,982', '14 天前 - $6,982', '13 天前 - $6,982', '12 天前 - $6,989', '11 天前 - $6,993', '10 天前 - $6,990', '9 天前 - $6,991', '8 天前 - $6,988', '7 天前 - $6,988', '6 天前 - $6,988', '5 天前 - $6,976', '4 天前 - $6,980', '3 天前 - $6,988', '2 天前 - $6,988', '1 天前 - $6,994', '今天 - $6,994']"
10月23日 週三,下午4:10。,TPE,"清晨7:15 (星期四, 10月 24)。",HKG,國泰航空,需轉機 1 次的航班。,未找到停留時間,未找到飛行時間,Airbus A321neo,CX 443,經濟艙,"60 天前 - $15,415, 59 天前 - $15,401, 58 天前 - $15,370, 57 天前 - $15,370, 56 天前 - $15,370, 55 天前 - $15,363, 54 天前 - $15,363, 53 天前 - $15,357, 52 天前 - $15,328, 51 天前 - $15,350, 50 天前 - $15,350, 49 天前 - $15,350, 48 天前 - $15,325, 47 天前 - $15,288, 46 天前 - $15,279, 45 天前 - $15,278, 44 天前 - $15,288, 43 天前 - $15,288, 42 天前 - $15,288, 41 天前 - $15,269, 40 天前 - $15,266, 39 天前 - $15,281, 38 天前 - $15,295, 37 天前 - $15,285, 36 天前 - $14,264, 35 天前 - $14,264, 34 天前 - $14,275, 33 天前 - $14,285, 32 天前 - $14,285, 31 天前 - $14,290, 30 天前 - $14,280, 29 天前 - $14,280, 28 天前 - $14,280, 27 天前 - $14,269, 26 天前 - $14,277, 25 天前 - $14,288, 24 天前 - $14,284, 23 天前 - $14,288, 22 天前 - $14,288, 21 天前 - $14,288, 20 天前 - $14,259, 19 天前 - $14,247, 18 天前 - $14,256, 17 天前 - $14,271, 16 天前 - $14,273, 15 天前 - $14,273, 14 天前 - $14,273, 13 天前 - $14,279, 12 天前 - $14,292, 11 天前 - $14,278, 10 天前 - $14,274, 9 天前 - $14,258, 8 天前 - $14,258, 7 天前 - $14,258, 6 天前 - $14,226, 5 天前 - $14,245, 4 天前 - $14,271, 3 天前 - $15,777, 2 天前 - $15,796, 1 天前 - $15,796, 今天 - $15,796"
10月23日 週三,晚上11:15。,TPE,"上午11:45 (星期四, 10月 24)。",SYD,中華航空,直達航班。,Non-stop,9 小時 30 分鐘,Airbus A350,CI 51,經濟艙,"61 天前 - $17,783, 60 天前 - $17,794, 59 天前 - $17,791, 58 天前 - $17,774, 57 天前 - $17,774, 56 天前 - $17,774, 55 天前 - $17,773, 54 天前 - $17,774, 53 天前 - $17,771, 52 天前 - $17,757, 51 天前 - $17,767, 50 天前 - $17,767, 49 天前 - $17,767, 48 天前 - $17,758, 47 天前 - $17,741, 46 天前 - $17,739, 45 天前 - $18,079, 44 天前 - $18,082, 43 天前 - $18,082, 42 天前 - $18,082, 41 天前 - $17,738, 40 天前 - $17,734, 39 天前 - $17,743, 38 天前 - $17,750, 37 天前 - $17,746, 36 天前 - $17,462, 35 天前 - $17,462, 34 天前 - $17,468, 33 天前 - $17,475, 32 天前 - $17,473, 31 天前 - $16,616, 30 天前 - $16,610, 29 天前 - $16,402, 28 天前 - $16,402, 27 天前 - $16,393, 26 天前 - $16,396, 25 天前 - $16,404, 24 天前 - $16,401, 23 天前 - $16,405, 22 天前 - $16,405, 21 天前 - $16,405, 20 天前 - $16,389, 19 天前 - $16,383, 18 天前 - $16,389, 17 天前 - $16,399, 16 天前 - $16,403, 15 天前 - $16,403, 14 天前 - $16,403, 13 天前 - $16,405, 12 天前 - $16,415, 11 天前 - $16,408, 10 天前 - $16,408, 9 天前 - $17,809, 8 天前 - $17,809, 7 天前 - $17,809, 6 天前 - $17,791, 5 天前 - $17,872, 4 天前 - $17,886, 3 天前 - $17,888, 2 天前 - $17,898, 1 天前 - $17,898, 今天 - $17,898"
